BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_2:6	01.10.2020 00:01:16.7352	01.10.2020 01:25:46.3900	1:24:29.6547	0.04	0.96	01.10.2020 00:37:43.4019	231.84			-5
Auftrag_Typ_5:6	01.10.2020 00:01:17.6974	01.10.2020 01:49:28.2900	1:48:10.5926	0.70	0.30	01.10.2020 01:36:56.0307	113.11			-3
Auftrag_Typ_4:2	01.10.2020 00:01:17.7786	01.10.2020 01:14:14.4442	1:12:56.6656	0.21	0.79	01.10.2020 00:54:24.1120	137.36			-3
Auftrag_Typ_3:9	01.10.2020 00:01:20.4856	01.10.2020 00:17:21.8434	16:01.3578	0.40	0.60	01.10.2020 00:34:23.8190	48.47			1
Auftrag_Typ_5:7	01.10.2020 00:01:20.5238	01.10.2020 00:22:47.4700	21:26.9461	0.96	0.04	01.10.2020 01:36:58.8572	22.43			1
Auftrag_Typ_4:3	01.10.2020 00:01:21.4566	01.10.2020 00:25:30.2659	24:08.8093	0.26	0.74	01.10.2020 00:54:27.7899	45.47			1
Auftrag_Typ_2:7	01.10.2020 00:01:21.7144	01.10.2020 01:10:32.0282	1:09:10.3138	0.02	0.98	01.10.2020 00:37:48.3811	189.80			-5
Auftrag_Typ_1:4	01.10.2020 00:01:25.5796	01.10.2020 00:52:44.3562	51:18.7766	0.11	0.89	01.10.2020 00:33:58.9130	157.62			-4
Auftrag_Typ_5:8	01.10.2020 00:01:26.6112	01.10.2020 02:39:11.7900	2:37:45.1788	0.45	0.55	01.10.2020 01:37:04.9445	164.95			-4
Auftrag_Typ_3:10	01.10.2020 00:01:28.6164	01.10.2020 00:27:19.5859	25:50.9695	0.18	0.82	01.10.2020 00:34:31.9498	78.20			1
Auftrag_Typ_5:9	01.10.2020 00:01:29.5759	01.10.2020 00:06:14.3722	4:44.7962	0.84	0.16	01.10.2020 01:37:07.9093	4.96			1
Auftrag_Typ_1:5	01.10.2020 00:01:30.0663	01.10.2020 00:36:59.5958	35:29.5295	0.16	0.84	01.10.2020 00:34:03.3997	109.02			-2
Auftrag_Typ_3:11	01.10.2020 00:01:30.3655	01.10.2020 01:11:45.7242	1:10:15.3587	0.05	0.95	01.10.2020 00:34:33.6989	212.54			-5
Auftrag_Typ_3:12	01.10.2020 00:01:30.7973	01.10.2020 01:40:46.3932	1:39:15.5960	0.05	0.95	01.10.2020 00:34:34.1306	300.28			-5
Auftrag_Typ_5:10	01.10.2020 00:01:31.5547	01.10.2020 00:23:52.2438	22:20.6891	0.92	0.08	01.10.2020 01:37:09.8881	23.36			1
Auftrag_Typ_3:13	01.10.2020 00:01:33.5144	01.10.2020 00:08:40.9852	7:07.4709	0.60	0.40	01.10.2020 00:34:36.8477	21.55			1
Auftrag_Typ_5:11	01.10.2020 00:01:35.0848	01.10.2020 02:15:40.4362	2:14:05.3514	0.32	0.68	01.10.2020 01:37:13.4181	140.20			-3
Auftrag_Typ_3:14	01.10.2020 00:01:36.4670	01.10.2020 01:06:39.8558	1:05:03.3888	0.08	0.92	01.10.2020 00:34:39.8003	196.81			-5
Auftrag_Typ_5:12	01.10.2020 00:01:38.1451	01.10.2020 01:03:22.2362	1:01:44.0911	0.64	0.36	01.10.2020 01:37:16.4784	64.55			1
Auftrag_Typ_3:15	01.10.2020 00:01:42.9896	01.10.2020 01:09:37.2042	1:07:54.2146	0.05	0.95	01.10.2020 00:34:46.3230	205.42			-5
Auftrag_Typ_4:4	01.10.2020 00:01:46.9967	01.10.2020 00:21:46.1634	19:59.1667	0.55	0.45	01.10.2020 00:54:53.3300	37.63			1
Auftrag_Typ_3:16	01.10.2020 00:01:47.7015	01.10.2020 00:21:03.6934	19:15.9919	0.24	0.76	01.10.2020 00:34:51.0348	58.29			1
Auftrag_Typ_5:13	01.10.2020 00:01:48.0109	01.10.2020 01:40:23.0932	1:38:35.0823	0.71	0.29	01.10.2020 01:37:26.3443	103.08			-2
Auftrag_Typ_5:14	01.10.2020 00:01:49.5796	01.10.2020 01:21:16.2900	1:19:26.7104	0.89	0.11	01.10.2020 01:37:27.9130	83.07			1
Auftrag_Typ_5:15	01.10.2020 00:01:49.5910	01.10.2020 01:28:13.6362	1:26:24.0452	0.59	0.41	01.10.2020 01:37:27.9243	90.34			10
Auftrag_Typ_1:6	01.10.2020 00:01:50.5578	01.10.2020 00:19:57.9581	18:07.4003	0.31	0.69	01.10.2020 00:34:23.8912	55.67			1
Auftrag_Typ_4:5	01.10.2020 00:01:51.8650	01.10.2020 00:34:38.2752	32:46.4102	0.86	0.14	01.10.2020 00:54:58.1984	61.71			1
Auftrag_Typ_1:7	01.10.2020 00:01:53.0426	01.10.2020 00:13:07.1286	11:14.0860	0.61	0.39	01.10.2020 00:34:26.3760	34.51			1
Auftrag_Typ_5:16	01.10.2020 00:01:55.5719	01.10.2020 00:51:39.1562	49:43.5842	0.80	0.20	01.10.2020 01:37:33.9053	51.99			1
Auftrag_Typ_1:8	01.10.2020 00:01:56.4166	01.10.2020 01:05:04.2162	1:03:07.7996	0.04	0.96	01.10.2020 00:34:29.7499	193.91			-5
Auftrag_Typ_1:9	01.10.2020 00:01:56.7688	01.10.2020 01:29:26.8555	1:27:30.0867	0.07	0.93	01.10.2020 00:34:30.1022	268.78			-5
Auftrag_Typ_3:17	01.10.2020 00:01:56.8068	01.10.2020 00:10:14.6852	8:17.8784	0.38	0.62	01.10.2020 00:35:00.1402	25.10			1
Auftrag_Typ_3:18	01.10.2020 00:01:57.2098	01.10.2020 00:07:56.9952	5:59.7855	0.31	0.69	01.10.2020 00:35:00.5431	18.14			1
Auftrag_Typ_2:8	01.10.2020 00:01:57.2291	01.10.2020 00:06:46.1052	4:48.8761	0.34	0.66	01.10.2020 00:38:23.8958	13.21			1
Auftrag_Typ_1:10	01.10.2020 00:01:57.3151	01.10.2020 01:50:53.0362	1:48:55.7211	0.24	0.76	01.10.2020 00:34:30.6484	334.59			-5
Auftrag_Typ_1:11	01.10.2020 00:01:57.3775	01.10.2020 00:09:15.8052	7:18.4277	0.22	0.78	01.10.2020 00:34:30.7109	22.45			1
Auftrag_Typ_5:17	01.10.2020 00:01:58.7873	01.10.2020 00:45:45.8433	43:47.0560	0.97	0.03	01.10.2020 01:37:37.1206	45.78			1

Episode215
Auftrag_Typ_3:1	01.10.2020 00:01:00.0524	01.10.2020 00:30:20.7509	29:20.6985	0.06	0.94	01.10.2020 00:34:03.3857	88.77			1
Auftrag_Typ_2:1	01.10.2020 00:01:00.4079	01.10.2020 01:08:30.7804	1:07:30.3725	0.02	0.98	01.10.2020 00:37:27.0746	185.23			-5
Auftrag_Typ_1:1	01.10.2020 00:01:00.5777	01.10.2020 00:10:02.1484	9:01.5707	0.30	0.70	01.10.2020 00:33:33.9110	27.73			1
Auftrag_Typ_4:1	01.10.2020 00:01:00.7562	01.10.2020 00:05:24.4562	4:23.7000	1.00	0.00	01.10.2020 00:54:07.0895	8.28			1
Auftrag_Typ_1:2	01.10.2020 00:01:00.8586	01.10.2020 00:02:27.3586	1:26.5000	1.00	0.00	01.10.2020 00:33:34.1919	4.43			1
Auftrag_Typ_4:2	01.10.2020 00:01:01.8403	01.10.2020 00:28:21.0109	27:19.1706	0.58	0.42	01.10.2020 00:54:08.1736	51.44			1
Auftrag_Typ_3:2	01.10.2020 00:01:02.3000	01.10.2020 00:14:47.2420	13:44.9420	0.25	0.75	01.10.2020 00:34:05.6333	41.59			1
Auftrag_Typ_5:1	01.10.2020 00:01:02.7384	01.10.2020 01:03:47.2085	1:02:44.4701	0.94	0.06	01.10.2020 01:36:41.0717	65.60			1
Auftrag_Typ_3:3	01.10.2020 00:01:03.6713	01.10.2020 00:06:25.9909	5:22.3195	0.69	0.31	01.10.2020 00:34:07.0047	16.25			1
Auftrag_Typ_3:4	01.10.2020 00:01:03.9246	01.10.2020 01:03:01.3084	1:01:57.3839	0.09	0.91	01.10.2020 00:34:07.2579	187.43			-5
Auftrag_Typ_6:1	01.10.2020 00:01:06.9109	01.10.2020 01:41:28.9158	1:40:22.0050	0.32	0.68	01.10.2020 01:59:40.2442	84.66			1
Auftrag_Typ_3:5	01.10.2020 00:01:08.1783	01.10.2020 00:40:56.8613	39:48.6830	0.16	0.84	01.10.2020 00:34:11.5116	120.44			-3
Auftrag_Typ_6:2	01.10.2020 00:01:09.5562	01.10.2020 01:17:21.5323	1:16:11.9761	0.56	0.44	01.10.2020 01:59:42.8896	64.27			1
Auftrag_Typ_3:6	01.10.2020 00:01:10.0251	01.10.2020 00:33:44.6333	32:34.6082	0.14	0.86	01.10.2020 00:34:13.3585	98.55			10
Auftrag_Typ_3:7	01.10.2020 00:01:13.1596	01.10.2020 00:07:23.8585	6:10.6990	0.95	0.05	01.10.2020 00:34:16.4929	18.69			1
Auftrag_Typ_2:2	01.10.2020 00:01:13.2193	01.10.2020 00:16:29.3420	15:16.1227	0.18	0.82	01.10.2020 00:37:39.8859	41.90			1
Auftrag_Typ_1:3	01.10.2020 00:01:13.9220	01.10.2020 00:07:19.2586	6:05.3365	0.99	0.01	01.10.2020 00:33:47.2554	18.70			1
Auftrag_Typ_1:4	01.10.2020 00:01:14.6220	01.10.2020 00:13:21.6075	12:06.9855	0.46	0.54	01.10.2020 00:33:47.9554	37.22			1
Auftrag_Typ_3:8	01.10.2020 00:01:15.2990	01.10.2020 00:10:47.0564	9:31.7574	0.18	0.82	01.10.2020 00:34:18.6323	28.83			1
Auftrag_Typ_3:9	01.10.2020 00:01:16.5500	01.10.2020 00:23:46.4894	22:29.9393	0.18	0.82	01.10.2020 00:34:19.8834	68.06			1
Auftrag_Typ_3:10	01.10.2020 00:01:19.6379	01.10.2020 00:22:38.4820	21:18.8441	0.27	0.73	01.10.2020 00:34:22.9712	64.48			1
Auftrag_Typ_1:5	01.10.2020 00:01:21.4438	01.10.2020 01:41:32.0760	1:40:10.6322	0.29	0.71	01.10.2020 00:33:54.7772	307.71			-5
Auftrag_Typ_1:6	01.10.2020 00:01:22.5715	01.10.2020 00:13:37.5433	12:14.9718	0.40	0.60	01.10.2020 00:33:55.9048	37.63			1
Auftrag_Typ_2:3	01.10.2020 00:01:22.9277	01.10.2020 00:29:45.9793	28:23.0516	0.09	0.91	01.10.2020 00:37:49.5944	77.88			1
Auftrag_Typ_3:11	01.10.2020 00:01:23.2622	01.10.2020 01:40:34.8098	1:39:11.5477	0.02	0.98	01.10.2020 00:34:26.5955	300.08			-5
Auftrag_Typ_3:12	01.10.2020 00:01:23.4116	01.10.2020 00:30:42.5353	29:19.1237	0.21	0.79	01.10.2020 00:34:26.7449	88.70			1
Auftrag_Typ_1:7	01.10.2020 00:01:23.8086	01.10.2020 01:15:28.0159	1:14:04.2073	0.30	0.70	01.10.2020 00:33:57.1419	227.52			-5
Auftrag_Typ_1:8	01.10.2020 00:01:25.0592	01.10.2020 01:09:43.7044	1:08:18.6452	0.08	0.92	01.10.2020 00:33:58.3925	209.83			-5
Auftrag_Typ_3:13	01.10.2020 00:01:25.3277	01.10.2020 01:42:02.6778	1:40:37.3502	0.05	0.95	01.10.2020 00:34:28.6610	304.40			-5
Auftrag_Typ_2:4	01.10.2020 00:01:26.7243	01.10.2020 00:10:25.2020	8:58.4778	0.35	0.65	01.10.2020 00:37:53.3909	24.63			1
Auftrag_Typ_4:3	01.10.2020 00:01:27.4677	01.10.2020 00:05:37.0585	4:09.5908	0.84	0.16	01.10.2020 00:54:33.8011	7.83			1
Auftrag_Typ_6:3	01.10.2020 00:01:30.9396	01.10.2020 00:07:35.5244	6:04.5848	0.91	0.09	01.10.2020 02:00:04.2729	5.13			1
Auftrag_Typ_6:4	01.10.2020 00:01:32.2313	01.10.2020 01:57:48.5843	1:56:16.3530	0.68	0.32	01.10.2020 02:00:05.5646	98.07			10
Auftrag_Typ_1:9	01.10.2020 00:01:33.3791	01.10.2020 00:42:39.7285	41:06.3493	0.13	0.87	01.10.2020 00:34:06.7125	126.26			-3
Auftrag_Typ_1:10	01.10.2020 00:01:33.3890	01.10.2020 00:10:49.1193	9:15.7303	0.50	0.50	01.10.2020 00:34:06.7223	28.45			1
Auftrag_Typ_6:5	01.10.2020 00:01:38.1765	01.10.2020 00:51:37.4384	49:59.2618	0.55	0.45	01.10.2020 02:00:11.5099	42.16			1
Auftrag_Typ_3:14	01.10.2020 00:01:38.9020	01.10.2020 00:28:20.0413	26:41.1393	0.24	0.76	01.10.2020 00:34:42.2354	80.73			1
Auftrag_Typ_3:15	01.10.2020 00:01:39.7406	01.10.2020 01:38:59.7178	1:37:19.9772	0.04	0.96	01.10.2020 00:34:43.0739	294.45			-5
Auftrag_Typ_3:16	01.10.2020 00:01:40.6061	01.10.2020 00:09:29.8585	7:49.2524	0.37	0.63	01.10.2020 00:34:43.9394	23.66			1
Auftrag_Typ_5:2	01.10.2020 00:01:40.6875	01.10.2020 01:18:56.6760	1:17:15.9886	0.68	0.32	01.10.2020 01:37:19.0208	80.79			1
Auftrag_Typ_2:5	01.10.2020 00:01:41.1451	01.10.2020 01:35:50.4318	1:34:09.2868	0.02	0.98	01.10.2020 00:38:07.8117	258.35			-5
Auftrag_Typ_3:17	01.10.2020 00:01:43.3382	01.10.2020 00:13:51.5220	12:08.1838	0.58	0.42	01.10.2020 00:34:46.6715	36.72			1
Auftrag_Typ_4:4	01.10.2020 00:01:43.9044	01.10.2020 00:19:54.5361	18:10.6318	0.86	0.14	01.10.2020 00:54:50.2377	34.23			1
Auftrag_Typ_5:3	01.10.2020 00:01:45.1342	01.10.2020 02:06:23.4760	2:04:38.3419	0.45	0.55	01.10.2020 01:37:23.4675	130.32			-3
Auftrag_Typ_1:11	01.10.2020 00:01:45.2602	01.10.2020 00:07:32.2920	5:47.0318	0.48	0.52	01.10.2020 00:34:18.5935	17.77			1
Auftrag_Typ_2:6	01.10.2020 00:01:47.3180	01.10.2020 00:21:13.1620	19:25.8440	0.24	0.76	01.10.2020 00:38:13.9847	53.32			1
Auftrag_Typ_5:4	01.10.2020 00:01:48.2907	01.10.2020 00:16:11.3044	14:23.0137	0.71	0.29	01.10.2020 01:37:26.6240	15.04			1
Auftrag_Typ_1:12	01.10.2020 00:01:48.6506	01.10.2020 00:17:26.1033	15:37.4528	0.43	0.57	01.10.2020 00:34:21.9839	47.99			1
Auftrag_Typ_5:5	01.10.2020 00:01:48.6755	01.10.2020 01:36:41.0824	1:34:52.4069	0.57	0.43	01.10.2020 01:37:27.0088	99.20			10
Auftrag_Typ_5:6	01.10.2020 00:01:48.9076	01.10.2020 00:35:45.1873	33:56.2797	0.24	0.76	01.10.2020 01:37:27.2409	35.49			1
Auftrag_Typ_5:7	01.10.2020 00:01:49.1831	01.10.2020 00:44:56.2724	43:07.0894	0.45	0.55	01.10.2020 01:37:27.5164	45.08			1
Auftrag_Typ_5:8	01.10.2020 00:01:49.8971	01.10.2020 00:06:58.4924	5:08.5953	0.84	0.16	01.10.2020 01:37:28.2304	5.38			1
Auftrag_Typ_3:18	01.10.2020 00:01:51.8170	01.10.2020 00:11:53.5309	10:01.7139	0.20	0.80	01.10.2020 00:34:55.1504	30.34			1
Auftrag_Typ_1:13	01.10.2020 00:01:52.5567	01.10.2020 00:32:53.4124	31:00.8557	0.42	0.58	01.10.2020 00:34:25.8901	95.27			10
Auftrag_Typ_3:19	01.10.2020 00:01:56.7102	01.10.2020 00:07:03.0709	5:06.3606	0.40	0.60	01.10.2020 00:35:00.0436	15.45			1
Auftrag_Typ_1:14	01.10.2020 00:01:57.6962	01.10.2020 00:22:52.5873	20:54.8911	0.25	0.75	01.10.2020 00:34:31.0295	64.24			1
Auftrag_Typ_5:9	01.10.2020 00:01:58.5413	01.10.2020 00:37:51.3160	35:52.7748	0.71	0.29	01.10.2020 01:37:36.8746	37.52			1
Auftrag_Typ_5:10	01.10.2020 00:01:59.4579	01.10.2020 01:03:36.1044	1:01:36.6465	0.90	0.10	01.10.2020 01:37:37.7912	64.42			1
Auftrag_Typ_3:20	01.10.2020 00:01:59.6898	01.10.2020 00:18:42.8620	16:43.1722	0.31	0.69	01.10.2020 00:35:03.0231	50.58			1
Auftrag_Typ_1:15	01.10.2020 00:01:59.7790	01.10.2020 00:17:17.5015	15:17.7224	0.39	0.61	01.10.2020 00:34:33.1124	46.98			1

Episode216
Auftrag_Typ_4:1	01.10.2020 00:01:00.0491	01.10.2020 00:08:36.8402	7:36.7912	0.59	0.41	01.10.2020 00:54:06.3824	14.34			1
Auftrag_Typ_2:1	01.10.2020 00:01:00.2938	01.10.2020 00:14:28.2501	13:27.9563	0.32	0.68	01.10.2020 00:37:26.9605	36.95			1
Auftrag_Typ_3:1	01.10.2020 00:01:00.5601	01.10.2020 00:34:10.2745	33:09.7145	0.19	0.81	01.10.2020 00:34:03.8934	100.32			10
Auftrag_Typ_1:1	01.10.2020 00:01:01.1001	01.10.2020 00:05:00.0757	3:58.9756	0.95	0.05	01.10.2020 00:33:34.4334	12.23			1
Auftrag_Typ_2:2	01.10.2020 00:01:05.0757	01.10.2020 00:15:32.2982	14:27.2225	0.22	0.78	01.10.2020 00:37:31.7424	39.66			1
Auftrag_Typ_1:2	01.10.2020 00:01:05.7682	01.10.2020 00:36:54.3051	35:48.5369	0.07	0.93	01.10.2020 00:33:39.1016	109.99			-2
Auftrag_Typ_3:2	01.10.2020 00:01:07.5046	01.10.2020 00:28:31.4918	27:23.9872	0.19	0.81	01.10.2020 00:34:10.8379	82.89			1
Auftrag_Typ_5:1	01.10.2020 00:01:08.3602	01.10.2020 00:07:00.2691	5:51.9089	0.82	0.18	01.10.2020 01:36:46.6935	6.13			1
Auftrag_Typ_1:3	01.10.2020 00:01:08.5909	01.10.2020 00:46:24.5882	45:15.9974	0.10	0.90	01.10.2020 00:33:41.9242	139.04			-3
Auftrag_Typ_3:3	01.10.2020 00:01:08.6448	01.10.2020 00:25:11.0829	24:02.4382	0.12	0.88	01.10.2020 00:34:11.9781	72.73			1
Auftrag_Typ_1:4	01.10.2020 00:01:09.1258	01.10.2020 00:56:14.0261	55:04.9004	0.35	0.65	01.10.2020 00:33:42.4591	169.19			-4
Auftrag_Typ_2:3	01.10.2020 00:01:09.2541	01.10.2020 00:13:12.7501	12:03.4960	0.99	0.01	01.10.2020 00:37:35.9208	33.09			1
Auftrag_Typ_2:4	01.10.2020 00:01:10.0259	01.10.2020 01:33:23.3461	1:32:13.3202	0.02	0.98	01.10.2020 00:37:36.6926	253.05			-5
Auftrag_Typ_1:5	01.10.2020 00:01:10.9192	01.10.2020 01:16:40.4082	1:15:29.4890	0.07	0.93	01.10.2020 00:33:44.2526	231.89			-5
Auftrag_Typ_1:6	01.10.2020 00:01:12.0180	01.10.2020 00:20:28.7006	19:16.6826	0.29	0.71	01.10.2020 00:33:45.3514	59.22			1
Auftrag_Typ_5:2	01.10.2020 00:01:13.6731	01.10.2020 01:38:03.6461	1:36:49.9730	0.45	0.55	01.10.2020 01:36:52.0065	101.25			-2
Auftrag_Typ_3:4	01.10.2020 00:01:13.9857	01.10.2020 00:40:12.1811	38:58.1955	0.09	0.91	01.10.2020 00:34:17.3190	117.89			-3
Auftrag_Typ_3:5	01.10.2020 00:01:14.2772	01.10.2020 01:38:26.9461	1:37:12.6690	0.05	0.95	01.10.2020 00:34:17.6105	294.08			-5
Auftrag_Typ_3:6	01.10.2020 00:01:14.6393	01.10.2020 00:32:01.7545	30:47.1152	0.23	0.77	01.10.2020 00:34:17.9727	93.13			10
Auftrag_Typ_3:7	01.10.2020 00:01:14.7579	01.10.2020 00:27:05.9578	25:51.1999	0.25	0.75	01.10.2020 00:34:18.0912	78.21			1
Auftrag_Typ_2:5	01.10.2020 00:01:16.1085	01.10.2020 00:37:17.4331	36:01.3246	0.04	0.96	01.10.2020 00:37:42.7752	98.84			10
Auftrag_Typ_1:7	01.10.2020 00:01:16.5805	01.10.2020 00:06:13.5518	4:56.9713	0.82	0.18	01.10.2020 00:33:49.9138	15.20			1
Auftrag_Typ_1:8	01.10.2020 00:01:18.3406	01.10.2020 00:36:30.3502	35:12.0097	0.16	0.84	01.10.2020 00:33:51.6739	108.12			-2
Auftrag_Typ_4:2	01.10.2020 00:01:18.7733	01.10.2020 01:31:16.8441	1:29:58.0708	0.15	0.85	01.10.2020 00:54:25.1066	169.41			-4
Auftrag_Typ_5:3	01.10.2020 00:01:18.9829	01.10.2020 01:06:29.9902	1:05:11.0073	0.58	0.42	01.10.2020 01:36:57.3163	68.16			1
Auftrag_Typ_1:9	01.10.2020 00:01:19.0830	01.10.2020 00:14:35.3698	13:16.2868	0.34	0.66	01.10.2020 00:33:52.4164	40.77			1
Auftrag_Typ_1:10	01.10.2020 00:01:21.6198	01.10.2020 00:07:49.4891	6:27.8693	0.55	0.45	01.10.2020 00:33:54.9531	19.86			1
Auftrag_Typ_3:8	01.10.2020 00:01:23.2546	01.10.2020 00:27:03.4002	25:40.1456	0.28	0.72	01.10.2020 00:34:26.5879	77.65			1
Auftrag_Typ_1:11	01.10.2020 00:01:24.2588	01.10.2020 00:22:05.2461	20:40.9874	0.98	0.02	01.10.2020 00:33:57.5921	63.53			1
Auftrag_Typ_3:9	01.10.2020 00:01:24.8900	01.10.2020 00:37:51.8251	36:26.9351	0.12	0.88	01.10.2020 00:34:28.2233	110.27			-2
Auftrag_Typ_1:12	01.10.2020 00:01:25.6969	01.10.2020 00:26:16.5206	24:50.8237	0.31	0.69	01.10.2020 00:33:59.0303	76.32			1
Auftrag_Typ_1:13	01.10.2020 00:01:26.0812	01.10.2020 00:49:40.7282	48:14.6470	0.10	0.90	01.10.2020 00:33:59.4145	148.19			-3
Auftrag_Typ_1:14	01.10.2020 00:01:27.7155	01.10.2020 00:19:32.2682	18:04.5527	0.28	0.72	01.10.2020 00:34:01.0488	55.52			1
Auftrag_Typ_3:10	01.10.2020 00:01:29.3122	01.10.2020 00:34:05.1171	32:35.8049	0.05	0.95	01.10.2020 00:34:32.6456	98.61			10
Auftrag_Typ_5:4	01.10.2020 00:01:30.1077	01.10.2020 01:37:34.4882	1:36:04.3806	0.55	0.45	01.10.2020 01:37:08.4410	100.45			10
Auftrag_Typ_4:3	01.10.2020 00:01:30.1764	01.10.2020 00:33:29.0691	31:58.8928	0.29	0.71	01.10.2020 00:54:36.5097	60.22			1
Auftrag_Typ_5:5	01.10.2020 00:01:30.6943	01.10.2020 00:42:53.9882	41:23.2939	0.68	0.32	01.10.2020 01:37:09.0277	43.28			1
Auftrag_Typ_1:15	01.10.2020 00:01:31.2082	01.10.2020 00:16:49.4982	15:18.2900	0.37	0.63	01.10.2020 00:34:04.5416	47.01			1
Auftrag_Typ_4:4	01.10.2020 00:01:33.3855	01.10.2020 00:18:54.8402	17:21.4547	0.57	0.43	01.10.2020 00:54:39.7189	32.69			1
Auftrag_Typ_3:11	01.10.2020 00:01:35.5568	01.10.2020 00:18:02.8782	16:27.3215	0.32	0.68	01.10.2020 00:34:38.8901	49.78			1
Auftrag_Typ_3:12	01.10.2020 00:01:35.6698	01.10.2020 00:08:08.8282	6:33.1585	0.81	0.19	01.10.2020 00:34:39.0031	19.82			1
Auftrag_Typ_1:16	01.10.2020 00:01:36.5735	01.10.2020 00:25:18.8491	23:42.2756	0.43	0.57	01.10.2020 00:34:09.9068	72.81			1
Auftrag_Typ_1:17	01.10.2020 00:01:38.2672	01.10.2020 00:18:31.9298	16:53.6626	0.35	0.65	01.10.2020 00:34:11.6006	51.89			1
Auftrag_Typ_5:6	01.10.2020 00:01:38.6483	01.10.2020 01:11:41.9828	1:10:03.3345	0.68	0.32	01.10.2020 01:37:16.9816	73.25			1
Auftrag_Typ_1:18	01.10.2020 00:01:39.2665	01.10.2020 00:10:30.4182	8:51.1518	0.67	0.33	01.10.2020 00:34:12.5998	27.19			1
Auftrag_Typ_3:13	01.10.2020 00:01:39.9156	01.10.2020 00:13:42.4067	12:02.4910	0.43	0.57	01.10.2020 00:34:43.2490	36.43			1
Auftrag_Typ_1:19	01.10.2020 00:01:42.1645	01.10.2020 00:08:51.4327	7:09.2682	0.76	0.24	01.10.2020 00:34:15.4978	21.98			1
Auftrag_Typ_3:14	01.10.2020 00:01:43.4232	01.10.2020 01:19:42.4241	1:17:59.0009	0.04	0.96	01.10.2020 00:34:46.7565	235.92			-5
Auftrag_Typ_5:7	01.10.2020 00:01:44.6779	01.10.2020 00:39:37.4329	37:52.7550	0.96	0.04	01.10.2020 01:37:23.0113	39.61			1
Auftrag_Typ_3:15	01.10.2020 00:01:44.9445	01.10.2020 00:05:35.0830	3:50.1385	0.76	0.24	01.10.2020 00:34:48.2778	11.60			1
Auftrag_Typ_5:8	01.10.2020 00:01:45.1745	01.10.2020 01:07:18.2744	1:05:33.0999	0.79	0.21	01.10.2020 01:37:23.5078	68.54			1
Auftrag_Typ_3:16	01.10.2020 00:01:47.6755	01.10.2020 00:10:56.8098	9:09.1343	0.36	0.64	01.10.2020 00:34:51.0088	27.69			1
Auftrag_Typ_1:20	01.10.2020 00:01:49.0526	01.10.2020 00:13:35.8382	11:46.7856	0.50	0.50	01.10.2020 00:34:22.3859	36.18			1
Auftrag_Typ_5:9	01.10.2020 00:01:49.8942	01.10.2020 02:04:01.5327	2:02:11.6385	0.48	0.52	01.10.2020 01:37:28.2275	127.77			-3
Auftrag_Typ_3:17	01.10.2020 00:01:50.3502	01.10.2020 01:21:14.2241	1:19:23.8739	0.07	0.93	01.10.2020 00:34:53.6835	240.20			-5
Auftrag_Typ_3:18	01.10.2020 00:01:51.1875	01.10.2020 01:17:12.8921	1:15:21.7046	0.05	0.95	01.10.2020 00:34:54.5209	227.99			-5
Auftrag_Typ_2:6	01.10.2020 00:01:53.3871	01.10.2020 00:09:44.2182	7:50.8312	0.48	0.52	01.10.2020 00:38:20.0537	21.53			1
Auftrag_Typ_6:1	01.10.2020 00:01:55.1131	01.10.2020 00:38:22.3261	36:27.2131	0.60	0.40	01.10.2020 02:00:28.4464	30.75			1
Auftrag_Typ_2:7	01.10.2020 00:01:58.7404	01.10.2020 00:08:43.5402	6:44.7998	0.27	0.73	01.10.2020 00:38:25.4071	18.51			1
Auftrag_Typ_1:21	01.10.2020 00:01:59.3511	01.10.2020 00:08:26.3030	6:26.9519	0.49	0.51	01.10.2020 00:34:32.6845	19.81			1

Episode217
Auftrag_Typ_1:1	01.10.2020 00:01:01.1574	01.10.2020 00:50:19.3798	49:18.2224	0.05	0.95	01.10.2020 00:33:34.4907	151.44			-3
Auftrag_Typ_3:1	01.10.2020 00:01:02.0038	01.10.2020 00:02:47.7518	1:45.7480	1.00	0.00	01.10.2020 00:34:05.3371	5.33			1
Auftrag_Typ_3:2	01.10.2020 00:01:02.7160	01.10.2020 01:12:02.3998	1:10:59.6838	0.04	0.96	01.10.2020 00:34:06.0493	214.77			-5
Auftrag_Typ_5:1	01.10.2020 00:01:03.7322	01.10.2020 00:11:04.6922	10:00.9600	1.00	0.00	01.10.2020 01:36:42.0655	10.47			1
Auftrag_Typ_5:2	01.10.2020 00:01:04.1340	01.10.2020 00:24:25.0398	23:20.9058	0.73	0.27	01.10.2020 01:36:42.4673	24.41			1
Auftrag_Typ_1:2	01.10.2020 00:01:07.0424	01.10.2020 00:22:24.6340	21:17.5916	0.30	0.70	01.10.2020 00:33:40.3757	65.41			1
Auftrag_Typ_3:3	01.10.2020 00:01:07.1393	01.10.2020 00:56:04.1314	54:56.9921	0.08	0.92	01.10.2020 00:34:10.4726	166.23			-4
Auftrag_Typ_4:1	01.10.2020 00:01:08.5415	01.10.2020 00:59:13.7998	58:05.2583	0.16	0.84	01.10.2020 00:54:14.8749	109.38			-2
