BE	Start	Ende	Durchlaufzeit	Anteil_Produktion	Anteil_Liegezeit	Liefertermin	Termintreue	Difference Reward	DebugStammdaten	Reward
Auftrag_Typ_6:1	01.10.2020 00:01:20.2039	01.10.2020 01:23:15.3818	1:21:55.1779	0.64	0.36	01.10.2020 01:59:53.5373	69.10			1
Auftrag_Typ_4:3	01.10.2020 00:01:21.0504	01.10.2020 00:05:55.1116	4:34.0611	0.82	0.18	01.10.2020 00:54:27.3838	8.60			1
Auftrag_Typ_3:8	01.10.2020 00:01:23.8602	01.10.2020 00:24:06.4733	22:42.6131	0.13	0.87	01.10.2020 00:34:27.1935	68.70			1
Auftrag_Typ_6:2	01.10.2020 00:01:24.5834	01.10.2020 00:12:33.7956	11:09.2122	0.90	0.10	01.10.2020 01:59:57.9167	9.41			1
Auftrag_Typ_5:3	01.10.2020 00:01:25.4734	01.10.2020 00:05:55.1116	4:29.6382	0.96	0.04	01.10.2020 01:37:03.8067	4.70			1
Auftrag_Typ_3:9	01.10.2020 00:01:26.7303	01.10.2020 00:06:10.1223	4:43.3920	0.89	0.11	01.10.2020 00:34:30.0637	14.29			1
Auftrag_Typ_3:10	01.10.2020 00:01:27.4209	01.10.2020 00:09:37.0949	8:09.6740	0.64	0.36	01.10.2020 00:34:30.7542	24.69			1
Auftrag_Typ_2:1	01.10.2020 00:01:28.5190	01.10.2020 00:21:55.4733	20:26.9542	0.23	0.77	01.10.2020 00:37:55.1857	56.11			1
Auftrag_Typ_1:6	01.10.2020 00:01:31.0127	01.10.2020 00:26:36.7623	25:05.7495	0.25	0.75	01.10.2020 00:34:04.3461	77.09			1
Auftrag_Typ_3:11	01.10.2020 00:01:31.9797	01.10.2020 00:17:13.8636	15:41.8839	0.30	0.70	01.10.2020 00:34:35.3130	47.49			1
Auftrag_Typ_3:12	01.10.2020 00:01:32.1650	01.10.2020 00:27:21.8763	25:49.7113	0.19	0.81	01.10.2020 00:34:35.4983	78.14			1
Auftrag_Typ_3:13	01.10.2020 00:01:32.1842	01.10.2020 00:12:05.0476	10:32.8634	0.16	0.84	01.10.2020 00:34:35.5176	31.91			1
Auftrag_Typ_2:2	01.10.2020 00:01:34.5126	01.10.2020 00:16:32.8960	14:58.3834	0.15	0.85	01.10.2020 00:38:01.1793	41.08			1
Auftrag_Typ_3:14	01.10.2020 00:01:35.0929	01.10.2020 00:13:20.7716	11:45.6787	0.40	0.60	01.10.2020 00:34:38.4263	35.58			1
Auftrag_Typ_3:15	01.10.2020 00:01:35.7839	01.10.2020 00:12:27.1423	10:51.3584	0.32	0.68	01.10.2020 00:34:39.1172	32.84			1
Auftrag_Typ_1:7	01.10.2020 00:01:36.8514	01.10.2020 01:43:47.0801	1:42:10.2287	0.07	0.93	01.10.2020 00:34:10.1848	313.83			-5
Auftrag_Typ_2:3	01.10.2020 00:01:37.9532	01.10.2020 00:19:07.1460	17:29.1928	0.22	0.78	01.10.2020 00:38:04.6199	47.98			1
Auftrag_Typ_1:8	01.10.2020 00:01:38.0729	01.10.2020 00:29:08.9133	27:30.8404	0.19	0.81	01.10.2020 00:34:11.4062	84.51			1
Auftrag_Typ_1:9	01.10.2020 00:01:39.2941	01.10.2020 00:10:31.9502	8:52.6561	0.57	0.43	01.10.2020 00:34:12.6274	27.27			1
Auftrag_Typ_3:16	01.10.2020 00:01:41.4387	01.10.2020 00:21:28.2733	19:46.8346	0.24	0.76	01.10.2020 00:34:44.7720	59.84			1
Auftrag_Typ_3:17	01.10.2020 00:01:42.0420	01.10.2020 00:30:49.0555	29:07.0135	0.17	0.83	01.10.2020 00:34:45.3753	88.08			1
Auftrag_Typ_1:10	01.10.2020 00:01:42.6928	01.10.2020 00:32:13.2732	30:30.5805	0.17	0.83	01.10.2020 00:34:16.0261	93.72			10
Auftrag_Typ_1:11	01.10.2020 00:01:42.7972	01.10.2020 00:27:17.7263	25:34.9291	0.21	0.79	01.10.2020 00:34:16.1305	78.58			1
Auftrag_Typ_5:4	01.10.2020 00:01:45.1835	01.10.2020 02:37:18.2500	2:35:33.0666	0.43	0.57	01.10.2020 01:37:23.5168	162.64			-4
Auftrag_Typ_2:4	01.10.2020 00:01:45.6235	01.10.2020 00:11:48.1463	10:02.5228	0.15	0.85	01.10.2020 00:38:12.2902	27.55			1
Auftrag_Typ_1:12	01.10.2020 00:01:47.2975	01.10.2020 00:20:04.6796	18:17.3821	0.24	0.76	01.10.2020 00:34:20.6309	56.18			1
Auftrag_Typ_5:5	01.10.2020 00:01:48.1208	01.10.2020 02:44:31.6999	2:42:43.5791	0.22	0.78	01.10.2020 01:37:26.4542	170.15			-4
Auftrag_Typ_1:13	01.10.2020 00:01:49.3254	01.10.2020 00:36:04.6022	34:15.2767	0.22	0.78	01.10.2020 00:34:22.6588	105.22			-2
Auftrag_Typ_1:14	01.10.2020 00:01:49.3530	01.10.2020 00:41:25.6421	39:36.2891	0.21	0.79	01.10.2020 00:34:22.6863	121.65			-3
Auftrag_Typ_3:18	01.10.2020 00:01:49.3547	01.10.2020 00:06:26.3596	4:37.0049	0.36	0.64	01.10.2020 00:34:52.6880	13.97			1
Auftrag_Typ_1:15	01.10.2020 00:01:49.5785	01.10.2020 00:20:38.7223	18:49.1438	0.37	0.63	01.10.2020 00:34:22.9118	57.81			1
Auftrag_Typ_1:16	01.10.2020 00:01:49.9481	01.10.2020 00:16:52.3116	15:02.3635	0.23	0.77	01.10.2020 00:34:23.2815	46.20			1
Auftrag_Typ_1:17	01.10.2020 00:01:50.0260	01.10.2020 00:26:22.2422	24:32.2162	0.27	0.73	01.10.2020 00:34:23.3594	75.37			1
Auftrag_Typ_1:18	01.10.2020 00:01:50.3686	01.10.2020 00:14:46.9399	12:56.5713	0.31	0.69	01.10.2020 00:34:23.7019	39.76			1
Auftrag_Typ_3:19	01.10.2020 00:01:51.8321	01.10.2020 00:08:18.6423	6:26.8102	0.90	0.10	01.10.2020 00:34:55.1655	19.50			1
Auftrag_Typ_3:20	01.10.2020 00:01:51.9719	01.10.2020 00:15:21.3960	13:29.4241	0.32	0.68	01.10.2020 00:34:55.3052	40.81			1
Auftrag_Typ_4:4	01.10.2020 00:01:53.0989	01.10.2020 00:26:58.6695	25:05.5706	0.53	0.47	01.10.2020 00:54:59.4322	47.25			1
Auftrag_Typ_2:5	01.10.2020 00:01:54.2690	01.10.2020 00:21:30.2460	19:35.9770	0.13	0.87	01.10.2020 00:38:20.9357	53.78			1
Auftrag_Typ_1:19	01.10.2020 00:01:54.6543	01.10.2020 00:13:39.5502	11:44.8959	0.32	0.68	01.10.2020 00:34:27.9876	36.09			1
Auftrag_Typ_3:21	01.10.2020 00:01:55.2388	01.10.2020 00:11:22.2463	9:27.0074	0.37	0.63	01.10.2020 00:34:58.5722	28.59			1
Auftrag_Typ_4:5	01.10.2020 00:01:56.8328	01.10.2020 00:08:03.5279	6:06.6951	0.62	0.38	01.10.2020 00:55:03.1661	11.51			1
Auftrag_Typ_5:6	01.10.2020 00:01:58.1994	01.10.2020 01:38:41.6001	1:36:43.4008	0.48	0.52	01.10.2020 01:37:36.5327	101.13			-2
Auftrag_Typ_1:20	01.10.2020 00:01:58.3519	01.10.2020 00:09:33.2323	7:34.8804	0.37	0.63	01.10.2020 00:34:31.6852	23.29			1
Auftrag_Typ_5:7	01.10.2020 00:01:58.9394	01.10.2020 00:23:41.9733	21:43.0339	0.93	0.07	01.10.2020 01:37:37.2727	22.71			1

Episode105
Auftrag_Typ_6:1	01.10.2020 00:01:00.5493	01.10.2020 00:21:09.1174	20:08.5681	0.63	0.37	01.10.2020 01:59:33.8826	16.99			1
Auftrag_Typ_1:1	01.10.2020 00:01:00.9337	01.10.2020 00:29:14.1567	28:13.2230	0.17	0.83	01.10.2020 00:33:34.2670	86.68			1
Auftrag_Typ_1:2	01.10.2020 00:01:01.5522	01.10.2020 00:12:18.2807	11:16.7285	0.49	0.51	01.10.2020 00:33:34.8855	34.64			1
Auftrag_Typ_4:1	01.10.2020 00:01:02.1973	01.10.2020 00:23:10.7012	22:08.5039	0.32	0.68	01.10.2020 00:54:08.5307	41.69			1
Auftrag_Typ_4:2	01.10.2020 00:01:02.3613	01.10.2020 00:05:26.0613	4:23.7000	1.00	0.00	01.10.2020 00:54:08.6947	8.28			1
Auftrag_Typ_1:3	01.10.2020 00:01:02.3631	01.10.2020 00:39:25.0322	38:22.6691	0.19	0.81	01.10.2020 00:33:35.6964	117.88			-3
Auftrag_Typ_1:4	01.10.2020 00:01:02.7485	01.10.2020 00:42:25.0522	41:22.3036	0.14	0.86	01.10.2020 00:33:36.0819	127.08			-3
Auftrag_Typ_2:1	01.10.2020 00:01:03.7413	01.10.2020 00:02:00.1413	56.4000	1.00	0.00	01.10.2020 00:37:30.4079	2.58			1
Auftrag_Typ_5:1	01.10.2020 00:01:05.4919	01.10.2020 01:16:02.2887	1:14:56.7968	0.59	0.41	01.10.2020 01:36:43.8253	78.36			1
Auftrag_Typ_1:5	01.10.2020 00:01:05.6906	01.10.2020 00:50:28.8522	49:23.1615	0.13	0.87	01.10.2020 00:33:39.0240	151.70			-3
Auftrag_Typ_5:2	01.10.2020 00:01:08.3928	01.10.2020 00:46:22.7522	45:14.3594	0.39	0.61	01.10.2020 01:36:46.7261	47.30			1
Auftrag_Typ_2:2	01.10.2020 00:01:08.5977	01.10.2020 00:33:26.9304	32:18.3327	0.58	0.42	01.10.2020 00:37:35.2644	88.64			1
Auftrag_Typ_6:2	01.10.2020 00:01:10.2739	01.10.2020 01:15:46.0777	1:14:35.8038	0.49	0.51	01.10.2020 01:59:43.6072	62.92			1
Auftrag_Typ_4:3	01.10.2020 00:01:11.5301	01.10.2020 01:00:36.6175	59:25.0874	0.16	0.84	01.10.2020 00:54:17.8634	111.89			-3
Auftrag_Typ_2:3	01.10.2020 00:01:12.3067	01.10.2020 00:13:38.3537	12:26.0470	0.29	0.71	01.10.2020 00:37:38.9733	34.12			1
Auftrag_Typ_4:4	01.10.2020 00:01:13.5835	01.10.2020 00:45:01.9612	43:48.3778	0.45	0.55	01.10.2020 00:54:19.9168	82.49			1
Auftrag_Typ_3:1	01.10.2020 00:01:14.3918	01.10.2020 00:50:08.3107	48:53.9188	0.10	0.90	01.10.2020 00:34:17.7252	147.93			-3
Auftrag_Typ_1:6	01.10.2020 00:01:14.9306	01.10.2020 00:29:04.0689	27:49.1384	0.71	0.29	01.10.2020 00:33:48.2639	85.45			1
Auftrag_Typ_5:3	01.10.2020 00:01:16.2812	01.10.2020 01:35:29.6702	1:34:13.3890	0.34	0.66	01.10.2020 01:36:54.6145	98.52			10
Auftrag_Typ_3:2	01.10.2020 00:01:17.7721	01.10.2020 00:44:45.6027	43:27.8305	0.11	0.89	01.10.2020 00:34:21.1054	131.49			-3
Auftrag_Typ_5:4	01.10.2020 00:01:20.3322	01.10.2020 01:19:13.7703	1:17:53.4382	0.57	0.43	01.10.2020 01:36:58.6655	81.44			1
Auftrag_Typ_1:7	01.10.2020 00:01:21.3402	01.10.2020 00:19:54.8287	18:33.4884	0.25	0.75	01.10.2020 00:33:54.6736	57.00			1
Auftrag_Typ_1:8	01.10.2020 00:01:21.7790	01.10.2020 00:43:42.1577	42:20.3788	0.14	0.86	01.10.2020 00:33:55.1123	130.05			-3
Auftrag_Typ_4:5	01.10.2020 00:01:21.8835	01.10.2020 00:20:08.6312	18:46.7478	0.37	0.63	01.10.2020 00:54:28.2168	35.36			1
Auftrag_Typ_6:3	01.10.2020 00:01:22.6672	01.10.2020 01:01:33.1936	1:00:10.5264	0.74	0.26	01.10.2020 01:59:56.0005	50.76			1
Auftrag_Typ_3:3	01.10.2020 00:01:23.6339	01.10.2020 00:42:04.7487	40:41.1148	0.12	0.88	01.10.2020 00:34:26.9672	123.08			-3
Auftrag_Typ_1:9	01.10.2020 00:01:24.9315	01.10.2020 01:27:55.1902	1:26:30.2587	0.08	0.92	01.10.2020 00:33:58.2648	265.71			-5
Auftrag_Typ_3:4	01.10.2020 00:01:25.3805	01.10.2020 00:22:57.3777	21:31.9972	0.13	0.87	01.10.2020 00:34:28.7139	65.14			1
Auftrag_Typ_2:4	01.10.2020 00:01:26.1884	01.10.2020 00:37:47.7347	36:21.5462	0.07	0.93	01.10.2020 00:37:52.8551	99.77			10
Auftrag_Typ_4:6	01.10.2020 00:01:27.1903	01.10.2020 00:52:17.6574	50:50.4671	0.18	0.82	01.10.2020 00:54:33.5236	95.74			10
Auftrag_Typ_4:7	01.10.2020 00:01:27.9423	01.10.2020 00:45:04.0474	43:36.1051	0.24	0.76	01.10.2020 00:54:34.2756	82.10			1
Auftrag_Typ_1:10	01.10.2020 00:01:28.3141	01.10.2020 01:10:06.3967	1:08:38.0826	0.08	0.92	01.10.2020 00:34:01.6474	210.82			-5
Auftrag_Typ_1:11	01.10.2020 00:01:28.5131	01.10.2020 00:13:10.1573	11:41.6442	0.87	0.13	01.10.2020 00:34:01.8465	35.92			1
Auftrag_Typ_3:5	01.10.2020 00:01:28.7448	01.10.2020 01:03:49.4303	1:02:20.6855	0.28	0.72	01.10.2020 00:34:32.0781	188.61			-5
Auftrag_Typ_6:4	01.10.2020 00:01:31.0767	01.10.2020 00:33:17.0522	31:45.9755	0.87	0.13	01.10.2020 02:00:04.4100	26.79			1
Auftrag_Typ_5:5	01.10.2020 00:01:32.5791	01.10.2020 00:39:23.4489	37:50.8698	0.54	0.46	01.10.2020 01:37:10.9124	39.57			1
Auftrag_Typ_1:12	01.10.2020 00:01:32.9188	01.10.2020 00:12:38.8122	11:05.8934	0.48	0.52	01.10.2020 00:34:06.2522	34.09			1
Auftrag_Typ_1:13	01.10.2020 00:01:34.1515	01.10.2020 00:21:21.8877	19:47.7363	0.28	0.72	01.10.2020 00:34:07.4848	60.81			1
Auftrag_Typ_4:8	01.10.2020 00:01:35.5425	01.10.2020 00:34:47.3813	33:11.8387	0.40	0.60	01.10.2020 00:54:41.8758	62.51			1
Auftrag_Typ_3:6	01.10.2020 00:01:36.3783	01.10.2020 00:27:05.5167	25:29.1383	0.19	0.81	01.10.2020 00:34:39.7117	77.10			1
Auftrag_Typ_1:14	01.10.2020 00:01:36.9976	01.10.2020 00:15:37.2490	14:00.2514	0.59	0.41	01.10.2020 00:34:10.3310	43.02			1
Auftrag_Typ_2:5	01.10.2020 00:01:37.6251	01.10.2020 00:14:09.2537	12:31.6286	0.25	0.75	01.10.2020 00:38:04.2918	34.37			1
Auftrag_Typ_5:6	01.10.2020 00:01:43.7718	01.10.2020 01:10:09.6967	1:08:25.9248	0.62	0.38	01.10.2020 01:37:22.1052	71.55			1
Auftrag_Typ_1:15	01.10.2020 00:01:44.5000	01.10.2020 00:08:25.7207	6:41.2207	0.73	0.27	01.10.2020 00:34:17.8333	20.54			1
Auftrag_Typ_3:7	01.10.2020 00:01:45.2696	01.10.2020 01:31:58.4146	1:30:13.1449	0.04	0.96	01.10.2020 00:34:48.6030	272.93			-5
Auftrag_Typ_1:16	01.10.2020 00:01:46.0495	01.10.2020 00:24:12.7490	22:26.6995	0.90	0.10	01.10.2020 00:34:19.3828	68.94			1
Auftrag_Typ_1:17	01.10.2020 00:01:48.0290	01.10.2020 00:19:10.7090	17:22.6800	0.37	0.63	01.10.2020 00:34:21.3623	53.38			1
Auftrag_Typ_2:6	01.10.2020 00:01:48.7373	01.10.2020 01:29:59.1606	1:28:10.4233	0.05	0.95	01.10.2020 00:38:15.4040	241.94			-5
Auftrag_Typ_3:8	01.10.2020 00:01:49.4787	01.10.2020 00:27:26.2937	25:36.8151	0.66	0.34	01.10.2020 00:34:52.8120	77.49			1
Auftrag_Typ_1:18	01.10.2020 00:01:49.8304	01.10.2020 00:23:10.7012	21:20.8708	0.22	0.78	01.10.2020 00:34:23.1637	65.57			1
Auftrag_Typ_2:7	01.10.2020 00:01:50.2711	01.10.2020 01:26:09.6566	1:24:19.3856	0.03	0.97	01.10.2020 00:38:16.9377	231.37			-5
Auftrag_Typ_1:19	01.10.2020 00:01:50.7634	01.10.2020 00:33:10.7167	31:19.9533	0.19	0.81	01.10.2020 00:34:24.0967	96.24			10
Auftrag_Typ_1:20	01.10.2020 00:01:51.2605	01.10.2020 00:09:35.0691	7:43.8085	0.78	0.22	01.10.2020 00:34:24.5938	23.74			1
Auftrag_Typ_1:21	01.10.2020 00:01:51.5717	01.10.2020 00:48:51.2177	46:59.6460	0.11	0.89	01.10.2020 00:34:24.9050	144.35			-3
Auftrag_Typ_2:8	01.10.2020 00:01:51.5823	01.10.2020 00:16:57.2887	15:05.7063	0.21	0.79	01.10.2020 00:38:18.2490	41.42			1
Auftrag_Typ_2:9	01.10.2020 00:01:51.6051	01.10.2020 01:23:48.2526	1:21:56.6475	0.04	0.96	01.10.2020 00:38:18.2718	224.85			-5
Auftrag_Typ_1:22	01.10.2020 00:01:51.9097	01.10.2020 00:35:35.9689	33:44.0592	0.26	0.74	01.10.2020 00:34:25.2430	103.62			-2
Auftrag_Typ_5:7	01.10.2020 00:01:53.4054	01.10.2020 00:14:53.1847	12:59.7792	0.97	0.03	01.10.2020 01:37:31.7388	13.59			1
Auftrag_Typ_5:8	01.10.2020 00:01:54.7059	01.10.2020 00:21:21.8877	19:27.1819	0.20	0.80	01.10.2020 01:37:33.0392	20.34			1
Auftrag_Typ_1:23	01.10.2020 00:01:55.4390	01.10.2020 00:23:17.4627	21:22.0236	0.25	0.75	01.10.2020 00:34:28.7724	65.63			1

Episode106
Auftrag_Typ_2:1	01.10.2020 00:01:01.3115	01.10.2020 00:17:37.2243	16:35.9128	0.91	0.09	01.10.2020 00:37:27.9781	45.54			1
Auftrag_Typ_6:1	01.10.2020 00:01:01.5054	01.10.2020 00:41:49.6624	40:48.1570	0.96	0.04	01.10.2020 01:59:34.8388	34.42			1
Auftrag_Typ_1:1	01.10.2020 00:01:01.7090	01.10.2020 00:34:37.4178	33:35.7088	0.11	0.89	01.10.2020 00:33:35.0423	103.19			-2
Auftrag_Typ_1:2	01.10.2020 00:01:05.1937	01.10.2020 00:44:59.4041	43:54.2104	0.05	0.95	01.10.2020 00:33:38.5271	134.86			-3
Auftrag_Typ_1:3	01.10.2020 00:01:07.2243	01.10.2020 00:47:20.7038	46:13.4795	0.14	0.86	01.10.2020 00:33:40.5577	141.99			-3
Auftrag_Typ_2:2	01.10.2020 00:01:09.8354	01.10.2020 00:05:19.8628	4:10.0274	0.81	0.19	01.10.2020 00:37:36.5021	11.43			1
Auftrag_Typ_3:1	01.10.2020 00:01:10.1232	01.10.2020 00:16:02.8644	14:52.7412	0.18	0.82	01.10.2020 00:34:13.4565	45.01			1
Auftrag_Typ_1:4	01.10.2020 00:01:11.6615	01.10.2020 01:50:08.0039	1:48:56.3424	0.05	0.95	01.10.2020 00:33:44.9948	334.63			-5
Auftrag_Typ_5:1	01.10.2020 00:01:12.1616	01.10.2020 01:00:35.1791	59:23.0175	0.38	0.62	01.10.2020 01:36:50.4949	62.09			1
Auftrag_Typ_5:2	01.10.2020 00:01:12.9372	01.10.2020 00:19:28.4432	18:15.5060	0.75	0.25	01.10.2020 01:36:51.2705	19.09			1
Auftrag_Typ_1:5	01.10.2020 00:01:13.0970	01.10.2020 00:41:45.1839	40:32.0869	0.14	0.86	01.10.2020 00:33:46.4303	124.51			-3
Auftrag_Typ_4:1	01.10.2020 00:01:13.1484	01.10.2020 00:24:50.9242	23:37.7758	0.29	0.71	01.10.2020 00:54:19.4817	44.50			1
Auftrag_Typ_6:2	01.10.2020 00:01:14.9844	01.10.2020 00:08:09.0338	6:54.0494	0.97	0.03	01.10.2020 01:59:48.3177	5.82			1
Auftrag_Typ_4:2	01.10.2020 00:01:15.7912	01.10.2020 00:48:43.5633	47:27.7721	0.20	0.80	01.10.2020 00:54:22.1245	89.37			1
Auftrag_Typ_5:3	01.10.2020 00:01:16.0624	01.10.2020 01:14:46.2540	1:13:30.1916	0.59	0.41	01.10.2020 01:36:54.3958	76.85			1
Auftrag_Typ_3:2	01.10.2020 00:01:16.1138	01.10.2020 00:11:27.4644	10:11.3506	0.44	0.56	01.10.2020 00:34:19.4472	30.82			1
Auftrag_Typ_1:6	01.10.2020 00:01:16.1874	01.10.2020 00:27:04.4439	25:48.2566	0.27	0.73	01.10.2020 00:33:49.5207	79.26			1
Auftrag_Typ_5:4	01.10.2020 00:01:16.5011	01.10.2020 00:44:59.4041	43:42.9030	0.45	0.55	01.10.2020 01:36:54.8345	45.71			1
Auftrag_Typ_1:7	01.10.2020 00:01:17.0783	01.10.2020 00:28:19.3041	27:02.2258	0.23	0.77	01.10.2020 00:33:50.4116	83.05			1
Auftrag_Typ_3:3	01.10.2020 00:01:17.6221	01.10.2020 00:25:39.7891	24:22.1669	0.11	0.89	01.10.2020 00:34:20.9555	73.72			1
Auftrag_Typ_1:8	01.10.2020 00:01:17.6852	01.10.2020 00:22:14.9440	20:57.2588	0.33	0.67	01.10.2020 00:33:51.0185	64.36			1
Auftrag_Typ_1:9	01.10.2020 00:01:18.1389	01.10.2020 00:32:55.2639	31:37.1251	0.25	0.75	01.10.2020 00:33:51.4722	97.12			10
Auftrag_Typ_5:5	01.10.2020 00:01:18.9523	01.10.2020 02:10:32.0039	2:09:13.0516	0.55	0.45	01.10.2020 01:36:57.2857	135.11			-3
Auftrag_Typ_1:10	01.10.2020 00:01:19.3417	01.10.2020 00:13:03.3138	11:43.9721	0.37	0.63	01.10.2020 00:33:52.6750	36.04			1
Auftrag_Typ_5:6	01.10.2020 00:01:22.1946	01.10.2020 01:16:50.1391	1:15:27.9445	0.37	0.63	01.10.2020 01:37:00.5279	78.91			1
Auftrag_Typ_1:11	01.10.2020 00:01:23.6017	01.10.2020 01:54:55.6039	1:53:32.0022	0.06	0.94	01.10.2020 00:33:56.9350	348.74			-5
Auftrag_Typ_2:3	01.10.2020 00:01:24.9671	01.10.2020 00:19:28.4432	18:03.4761	0.19	0.81	01.10.2020 00:37:51.6338	49.55			1
Auftrag_Typ_3:4	01.10.2020 00:01:26.0480	01.10.2020 00:54:50.9118	53:24.8638	0.08	0.92	01.10.2020 00:34:29.3813	161.59			-4
Auftrag_Typ_3:5	01.10.2020 00:01:28.7857	01.10.2020 00:44:48.7044	43:19.9187	0.09	0.91	01.10.2020 00:34:32.1190	131.09			-3
Auftrag_Typ_1:12	01.10.2020 00:01:29.6399	01.10.2020 01:02:41.1244	1:01:11.4845	0.46	0.54	01.10.2020 00:34:02.9732	187.96			-5
Auftrag_Typ_1:13	01.10.2020 00:01:31.0711	01.10.2020 00:15:27.7370	13:56.6659	0.43	0.57	01.10.2020 00:34:04.4044	42.83			1
Auftrag_Typ_3:6	01.10.2020 00:01:31.2942	01.10.2020 00:40:58.7241	39:27.4300	0.09	0.91	01.10.2020 00:34:34.6275	119.37			-3
Auftrag_Typ_4:3	01.10.2020 00:01:32.0797	01.10.2020 00:29:06.7858	27:34.7060	0.49	0.51	01.10.2020 00:54:38.4131	51.93			1
Auftrag_Typ_1:14	01.10.2020 00:01:32.5828	01.10.2020 00:09:02.2301	7:29.6472	0.55	0.45	01.10.2020 00:34:05.9162	23.02			1
Auftrag_Typ_5:7	01.10.2020 00:01:33.3828	01.10.2020 00:34:49.7844	33:16.4016	0.52	0.48	01.10.2020 01:37:11.7161	34.79			1
Auftrag_Typ_2:4	01.10.2020 00:01:33.4694	01.10.2020 00:40:06.0332	38:32.5638	0.07	0.93	01.10.2020 00:38:00.1361	105.76			-2
Auftrag_Typ_3:7	01.10.2020 00:01:33.7298	01.10.2020 00:19:05.8244	17:32.0946	0.28	0.72	01.10.2020 00:34:37.0631	53.05			1
Auftrag_Typ_1:15	01.10.2020 00:01:36.8408	01.10.2020 00:37:17.4841	35:40.6433	0.20	0.80	01.10.2020 00:34:10.1741	109.59			-2
Auftrag_Typ_1:16	01.10.2020 00:01:37.8274	01.10.2020 00:17:19.3240	15:41.4966	0.44	0.56	01.10.2020 00:34:11.1608	48.20			1
Auftrag_Typ_4:4	01.10.2020 00:01:38.6160	01.10.2020 00:11:03.6832	9:25.0672	1.00	0.00	01.10.2020 00:54:44.9494	17.73			1
Auftrag_Typ_3:8	01.10.2020 00:01:39.5277	01.10.2020 00:26:38.1054	24:58.5778	0.49	0.51	01.10.2020 00:34:42.8610	75.56			1
Auftrag_Typ_1:17	01.10.2020 00:01:40.2414	01.10.2020 00:33:15.1441	31:34.9027	0.21	0.79	01.10.2020 00:34:13.5747	97.01			10
Auftrag_Typ_1:18	01.10.2020 00:01:40.8548	01.10.2020 00:37:37.7639	35:56.9091	0.21	0.79	01.10.2020 00:34:14.1881	110.42			-2
Auftrag_Typ_2:5	01.10.2020 00:01:43.2041	01.10.2020 00:38:34.9639	36:51.7598	0.91	0.09	01.10.2020 00:38:09.8708	101.15			-2
Auftrag_Typ_5:8	01.10.2020 00:01:44.6319	01.10.2020 00:54:27.6118	52:42.9799	0.70	0.30	01.10.2020 01:37:22.9652	55.12			1
Auftrag_Typ_3:9	01.10.2020 00:01:46.0949	01.10.2020 00:13:51.3840	12:05.2891	0.43	0.57	01.10.2020 00:34:49.4283	36.57			1
Auftrag_Typ_6:3	01.10.2020 00:01:46.2377	01.10.2020 01:29:31.9844	1:27:45.7467	0.41	0.59	01.10.2020 02:00:19.5710	74.03			1
Auftrag_Typ_3:10	01.10.2020 00:01:46.2832	01.10.2020 00:21:33.2242	19:46.9410	0.29	0.71	01.10.2020 00:34:49.6166	59.85			1
Auftrag_Typ_4:5	01.10.2020 00:01:46.8376	01.10.2020 02:16:40.8039	2:14:53.9663	0.17	0.83	01.10.2020 00:54:53.1709	254.02			-5
Auftrag_Typ_1:19	01.10.2020 00:01:47.0292	01.10.2020 00:06:18.3938	4:31.3647	0.95	0.05	01.10.2020 00:34:20.3625	13.89			1
Auftrag_Typ_3:11	01.10.2020 00:01:49.2644	01.10.2020 00:07:47.1444	5:57.8800	0.63	0.37	01.10.2020 00:34:52.5977	18.04			1
Auftrag_Typ_1:20	01.10.2020 00:01:49.8503	01.10.2020 00:09:05.1570	7:15.3067	0.38	0.62	01.10.2020 00:34:23.1837	22.29			1
Auftrag_Typ_2:6	01.10.2020 00:01:50.9773	01.10.2020 00:43:41.2332	41:50.2560	0.07	0.93	01.10.2020 00:38:17.6439	114.80			-3
Auftrag_Typ_6:4	01.10.2020 00:01:51.0051	01.10.2020 00:28:55.9091	27:04.9040	0.53	0.47	01.10.2020 02:00:24.3384	22.84			1
Auftrag_Typ_2:7	01.10.2020 00:01:52.2260	01.10.2020 00:38:20.9054	36:28.6794	0.06	0.94	01.10.2020 00:38:18.8927	100.09			10
Auftrag_Typ_1:21	01.10.2020 00:01:53.5463	01.10.2020 00:40:59.8841	39:06.3378	0.17	0.83	01.10.2020 00:34:26.8797	120.12			-3
Auftrag_Typ_1:22	01.10.2020 00:01:53.7424	01.10.2020 00:11:31.0538	9:37.3114	0.52	0.48	01.10.2020 00:34:27.0757	29.56			1
Auftrag_Typ_1:23	01.10.2020 00:01:53.7709	01.10.2020 00:27:57.8239	26:04.0531	0.71	0.29	01.10.2020 00:34:27.1042	80.07			1
Auftrag_Typ_4:6	01.10.2020 00:01:56.5448	01.10.2020 00:38:43.1332	36:46.5884	0.33	0.67	01.10.2020 00:55:02.8781	69.25			1
Auftrag_Typ_3:12	01.10.2020 00:01:59.6693	01.10.2020 00:09:37.3044	7:37.6351	0.63	0.37	01.10.2020 00:35:03.0026	23.07			1

Episode107
Auftrag_Typ_1:1	01.10.2020 00:01:00.3963	01.10.2020 00:08:02.0308	7:01.6345	0.91	0.09	01.10.2020 00:33:33.7296	21.59			1
Auftrag_Typ_3:1	01.10.2020 00:01:00.9548	01.10.2020 00:16:33.0321	15:32.0772	0.17	0.83	01.10.2020 00:34:04.2882	47.00			1
